B-V;Vmag;log.Teff;logL;Age;Mass
 0.450;14.750; 3.862; 0.20;-2.92e+09;  1.26
 1.500;14.800; 3.625; 0.49;         ;
 0.460;14.820; 3.858; 0.17;-3.09e+09;  1.24
 0.900;14.840; 3.741; 0.22; 8.56e+09;  0.96
 0.840;14.930; 3.755; 0.17; 4.96e+09;  1.01
 1.500;14.990; 3.625; 0.42;         ;
 0.450;14.990; 3.862; 0.11;-3.96e+09;  1.23
 0.930;14.990; 3.734; 0.17; 9.78e+09;  0.93
 0.670;15.010; 3.793; 0.12;-1.41e+08;  1.09
 0.870;15.030; 3.748; 0.13; 5.93e+09;  0.98
 0.820;15.030; 3.759; 0.13; 3.89e+09;  1.01
 0.860;15.060; 3.750; 0.12; 5.35e+09;  0.98
 1.500;15.120; 3.625; 0.37;         ;
 0.870;15.140; 3.748; 0.09; 5.50e+09;  0.96
 0.320; 8.650; 4.167; 3.62; 2.49e+07;  7.62
 0.400; 9.200; 4.050; 3.15; 4.36e+07;  5.81
 0.280; 9.380; 4.225; 3.47; 3.04e+07;  6.82
 0.300; 9.850; 4.200; 3.22; 3.54e+07;  6.18
 0.300; 9.850; 4.200; 3.22; 3.62e+07;  6.15
 0.300; 9.850; 4.200; 3.22; 4.14e+07;  5.88
 0.190; 9.860; 4.400; 3.70;-2.19e+06; 10.04
 0.280;10.200; 4.225; 3.14; 2.85e+07;  6.05
 0.240;10.330; 4.283; 3.23; 1.07e+07;  6.75
 0.220;10.390; 4.325; 3.31;-9.54e+05;  7.52
 0.270;10.470; 4.237; 3.07; 2.20e+07;  5.91
 0.230;11.290; 4.300; 2.89;-2.35e+07;  6.15
 0.330;11.850; 4.150; 2.30; 8.21e+06;  3.87
 0.330;11.930; 4.150; 2.27; 4.29e+05;  3.82
 0.270;12.430; 4.237; 2.28;-8.98e+07;  4.37
 0.310;12.550; 4.183; 2.10;-9.42e+07;  3.75
 0.420;12.660; 4.030; 1.74; 1.02e+08;  2.68
 0.460;12.690; 3.994; 1.67; 1.95e+08;  2.54
 0.210;12.760; 4.350; 2.42;-1.04e+08;  5.64
 0.410;12.780; 4.040; 1.70; 4.88e+07;  2.67
 0.200;12.800; 4.375; 2.47;-9.90e+07;  6.05
 0.330;12.810; 4.150; 1.92;-1.25e+08;  3.32
 0.310;12.820; 4.183; 1.99;-1.36e+08;  3.59
 0.560;13.040; 3.936; 1.47; 3.60e+08;  2.24
 0.560;13.040; 3.936; 1.47; 4.74e+08;  2.14
 0.560;13.040; 3.936; 1.47; 5.20e+08;  2.10
 0.430;13.150; 4.020; 1.53; 3.84e+06;  2.44
 0.450;13.230; 4.000; 1.46; 5.58e+07;  2.33
 0.490;13.270; 3.975; 1.42; 1.66e+08;  2.22
 0.260;13.360; 4.250; 1.94;-2.20e+08;  3.88
 0.440;13.470; 4.010; 1.38;-9.28e+07;  2.28
 0.300;13.600; 4.200; 1.72;-3.07e+08;  3.28
 0.560;13.610; 3.936; 1.24; 2.79e+08;  1.99
 0.560;13.680; 3.936; 1.21; 2.53e+08;  1.97
 0.600;13.830; 3.918; 1.14; 3.35e+08;  1.88
 0.650;13.890; 3.896; 1.10; 4.90e+08;  1.82
 0.680;13.980; 3.885; 1.06; 5.64e+08;  1.78
 0.090; 7.570; 4.062; 2.27; 1.12e+08;  3.54
 0.090; 7.570; 4.062; 2.27; 1.37e+08;  3.43
 0.090; 7.570; 4.062; 2.27; 1.55e+08;  3.34
 0.150; 8.150; 4.000; 1.94; 2.62e+08;  2.73
 0.030; 8.180; 4.150; 2.21;-1.55e+07;  3.73
 0.820; 8.210; 3.759; 1.84; 2.30e+08;  2.97
 0.240; 8.260; 3.945; 1.82; 3.49e+08;  2.53
 1.130; 8.310; 3.698; 1.88; 1.67e+08;  3.36
 1.080; 8.320; 3.708; 1.86; 1.79e+08;  3.27
 0.260; 8.440; 3.936; 1.75; 3.96e+08;  2.42
 0.340; 8.520; 3.900; 1.69; 4.41e+08;  2.35
 0.330; 8.600; 3.905; 1.66; 4.63e+08;  2.30
 1.100; 8.670; 3.704; 1.72; 2.13e+08;  3.06
 0.270; 8.740; 3.932; 1.62; 4.67e+08;  2.26
 0.220; 8.770; 3.956; 1.63; 2.97e+08;  2.45
 0.220; 8.770; 3.956; 1.63; 3.23e+08;  2.42
 0.220; 8.770; 3.956; 1.63; 4.16e+08;  2.30
 1.060; 8.790; 3.712; 1.67; 2.52e+08;  2.88
 1.040; 8.960; 3.715; 1.59; 3.06e+08;  2.70
 0.250; 9.000; 3.941; 1.53; 3.45e+08;  2.31
 0.250; 9.000; 3.941; 1.53; 3.96e+08;  2.26
 0.250; 9.000; 3.941; 1.53; 4.88e+08;  2.17
 0.250; 9.000; 3.941; 1.53; 3.45e+08;  2.31
 0.250; 9.000; 3.941; 1.53; 3.96e+08;  2.26
 0.250; 9.000; 3.941; 1.53; 4.88e+08;  2.17
 0.260; 9.010; 3.936; 1.52; 3.61e+08;  2.30
 0.260; 9.010; 3.936; 1.52; 3.76e+08;  2.28
 0.260; 9.010; 3.936; 1.52; 5.03e+08;  2.15
 0.280; 9.080; 3.927; 1.48; 5.44e+08;  2.10
 0.210; 9.120; 3.963; 1.50; 2.65e+08;  2.30
 0.230; 9.290; 3.950; 1.42; 2.95e+08;  2.19
 0.310; 9.480; 3.914; 1.31; 4.46e+08;  2.05
 0.310; 9.480; 3.914; 1.31; 6.14e+08;  1.95
 0.310; 9.480; 3.914; 1.31; 6.53e+08;  1.93
 0.320; 9.500; 3.909; 1.30; 4.69e+08;  2.04
 0.320; 9.500; 3.909; 1.30; 6.00e+08;  1.96
 0.320; 9.500; 3.909; 1.30; 6.77e+08;  1.91
 0.250; 9.510; 3.941; 1.32; 3.03e+08;  2.08
 0.290; 9.510; 3.923; 1.31; 3.98e+08;  2.05
 0.350; 9.620; 3.896; 1.25; 5.35e+08;  1.97
 0.350; 9.620; 3.896; 1.25; 6.14e+08;  1.93
 0.350; 9.620; 3.896; 1.25; 7.62e+08;  1.84
 0.310; 9.680; 3.914; 1.23; 4.28e+08;  1.97
 0.320; 9.700; 3.909; 1.22; 4.52e+08;  1.95
 0.280; 9.710; 3.927; 1.23; 3.39e+08;  1.98
 0.240; 9.810; 3.945; 1.20; 1.70e+08;  1.98
 0.260; 9.820; 3.936; 1.19; 2.37e+08;  1.95
 0.260; 9.930; 3.936; 1.15; 1.80e+08;  1.92
 0.370; 9.930; 3.888; 1.12; 5.58e+08;  1.84
 0.370; 9.960; 3.888; 1.11; 5.54e+08;  1.83
 0.290; 9.970; 3.923; 1.12; 2.79e+08;  1.87
 0.310;10.000; 3.914; 1.11; 3.44e+08;  1.85
 0.310;10.010; 3.914; 1.10; 3.39e+08;  1.84
 0.350;10.080; 3.896; 1.06; 4.65e+08;  1.79
 0.290;10.100; 3.923; 1.07; 2.03e+08;  1.83
 0.350;10.160; 3.896; 1.03; 4.38e+08;  1.76
 0.370;10.160; 3.888; 1.03; 5.09e+08;  1.76
 0.450;10.180; 3.858; 1.02; 7.81e+08;  1.73
 0.450;10.180; 3.858; 1.02; 8.67e+08;  1.70
 0.450;10.180; 3.858; 1.02; 1.12e+09;  1.61
 0.320;10.220; 3.909; 1.01; 2.72e+08;  1.76
 0.350;10.220; 3.896; 1.01; 4.08e+08;  1.74
 0.400;10.360; 3.877; 0.95; 5.54e+08;  1.68
 0.380;10.390; 3.885; 0.94; 4.50e+08;  1.67
 0.210;10.410; 3.963; 0.98;-4.62e+08;  1.86
 0.330;10.460; 3.905; 0.92; 1.02e+08;  1.69
 0.420;10.500; 3.869; 0.89; 5.82e+08;  1.62
 0.330;10.530; 3.905; 0.89; 2.28e+07;  1.67
 0.520;10.660; 3.834; 0.83; 9.56e+08;  1.56
 0.520;10.660; 3.834; 0.83; 1.28e+09;  1.49
 0.520;10.660; 3.834; 0.83; 1.53e+09;  1.45
 0.460;10.690; 3.854; 0.81; 6.88e+08;  1.55
 0.390;10.730; 3.881; 0.80; 1.92e+08;  1.57
 0.420;10.880; 3.869; 0.74; 2.25e+08;  1.52
 0.550;10.910; 3.825; 0.73; 1.07e+09;  1.47
 0.550;10.910; 3.825; 0.73; 1.75e+09;  1.38
 0.550;10.910; 3.825; 0.73; 1.87e+09;  1.37
 0.470;10.920; 3.850; 0.72; 6.10e+08;  1.48
 0.420;10.920; 3.869; 0.72; 1.64e+08;  1.51
 0.500;10.950; 3.841; 0.71; 7.93e+08;  1.46
 0.450;11.020; 3.858; 0.68; 3.34e+08;  1.46
 0.460;11.070; 3.854; 0.66; 3.81e+08;  1.44
 0.450;11.070; 3.858; 0.66; 2.64e+08;  1.45
 0.620;11.200; 3.803; 0.62; 1.68e+09;  1.35
 0.620;11.200; 3.803; 0.62; 2.14e+09;  1.31
 0.620;11.200; 3.803; 0.62; 2.75e+09;  1.26
 0.510;11.240; 3.837; 0.60; 6.81e+08;  1.38
 0.590;11.310; 3.813; 0.58; 1.41e+09;  1.33
 0.540;11.340; 3.828; 0.56; 8.85e+08;  1.34
 0.520;11.470; 3.834; 0.51; 4.50e+08;  1.32
 0.560;11.510; 3.822; 0.49; 9.21e+08;  1.29
 0.650;11.530; 3.795; 0.49; 2.04e+09;  1.25
 0.610;12.080; 3.806; 0.27; 4.49e+08;  1.17
 0.620;12.190; 3.803; 0.23; 2.78e+08;  1.15
 0.730;12.220; 3.777; 0.23; 2.50e+09;  1.09
 0.650;12.240; 3.795; 0.21; 7.30e+08;  1.12
 0.560;12.300; 3.822; 0.18;-1.46e+09;  1.17
 0.630;12.340; 3.800; 0.17;-9.55e+07;  1.12
 0.740;12.390; 3.775; 0.16; 2.20e+09;  1.06
 0.800;12.400; 3.761; 0.17; 3.90e+09;  1.02
 0.650;12.460; 3.795; 0.12;-2.54e+08;  1.10
 0.860;12.640; 3.748; 0.08; 5.36e+09;  0.96
 0.800;12.860; 3.761;-0.02; 1.62e+09;  0.98
 0.540;12.980; 3.828;-0.10;-5.46e+09;  1.11
 0.750;13.130; 3.773;-0.13;-2.07e+09;  0.98
 0.850;13.280; 3.750;-0.18; 1.38e+08;  0.92
 0.580;13.370; 3.816;-0.25;-7.59e+09;  1.05
 0.830;13.390; 3.755;-0.23;-1.76e+09;  0.92
 0.790;13.480; 3.764;-0.27;-4.02e+09;  0.94
 0.620;13.490; 3.803;-0.29;-7.86e+09;  1.02
 0.830;13.500; 3.755;-0.27;-2.89e+09;  0.92
 0.950;13.500; 3.727;-0.24; 3.77e+09;  0.85
 0.880;13.700; 3.743;-0.34;-3.02e+09;  0.88
 1.290;13.720; 3.653;-0.19; 8.86e+10;  0.53
 1.290;13.720; 3.653;-0.19; 9.09e+10;  0.53
 1.290;13.720; 3.653;-0.19; 1.00e+11;  0.51
 1.170;14.540; 3.677;-0.57; 1.29e+10;  0.68
 1.180;14.590; 3.675;-0.58; 1.37e+10;  0.67
 1.270;15.100; 3.655;-0.74; 1.94e+10;  0.61
 1.980;11.040; 3.570; 3.04; 1.88e+08;  3.84
 1.090;11.120; 3.756; 2.45; 8.19e+07;  4.46
 1.090;11.120; 3.756; 2.45; 1.29e+08;  4.03
 1.090;11.120; 3.756; 2.45; 1.31e+08;  4.02
 1.790;11.130; 3.618; 2.75; 5.78e+07;  5.14
 1.790;11.130; 3.618; 2.75; 7.33e+07;  4.92
 1.790;11.130; 3.618; 2.75; 1.52e+08;  4.12
 0.410;11.190; 3.981; 2.47; 1.20e+08;  3.81
 1.510;11.240; 3.674; 2.53; 6.02e+07;  5.04
 1.510;11.240; 3.674; 2.53; 1.04e+08;  4.36
 1.510;11.240; 3.674; 2.53; 1.79e+08;  3.86
 1.730;11.250; 3.628; 2.67; 5.93e+07;  5.08
 1.730;11.250; 3.628; 2.67; 8.00e+07;  4.81
 1.730;11.250; 3.628; 2.67; 1.76e+08;  3.91
 0.460;11.260; 3.950; 2.40; 1.31e+08;  3.68
 0.380;11.330; 4.000; 2.44; 1.28e+08;  3.70
 0.480;11.330; 3.941; 2.37; 1.38e+08;  3.61
 0.520;11.340; 3.923; 2.35; 1.39e+08;  3.60
 0.390;11.370; 3.994; 2.42; 1.32e+08;  3.65
 0.380;11.370; 4.000; 2.42; 1.31e+08;  3.66
 1.740;11.370; 3.623; 2.64; 6.79e+07;  4.81
 1.740;11.370; 3.623; 2.64; 8.60e+07;  4.61
 1.740;11.370; 3.623; 2.64; 1.91e+08;  3.80
 0.400;11.380; 3.988; 2.40; 1.34e+08;  3.63
 1.600;11.380; 3.652; 2.53; 5.88e+07;  5.10
 1.600;11.380; 3.652; 2.53; 1.00e+08;  4.42
 1.600;11.380; 3.652; 2.53; 1.99e+08;  3.73
 1.250;11.390; 3.721; 2.39; 8.34e+07;  4.43
 1.250;11.390; 3.721; 2.39; 1.32e+08;  3.97
 1.250;11.390; 3.721; 2.39; 1.66e+08;  3.81
 0.420;11.390; 3.975; 2.38; 1.38e+08;  3.60
 0.490;11.460; 3.936; 2.31; 1.50e+08;  3.49
 0.520;11.500; 3.923; 2.29; 1.55e+08;  3.45
 1.800;11.550; 3.608; 2.62; 1.09e+08;  4.00
 1.800;11.550; 3.608; 2.62; 1.14e+08;  3.97
 1.800;11.550; 3.608; 2.62; 2.18e+08;  3.63
 1.720;11.550; 3.625; 2.56; 7.83e+07;  4.55
 1.720;11.550; 3.625; 2.56; 9.69e+07;  4.38
 1.720;11.550; 3.625; 2.56; 2.22e+08;  3.60
 1.600;11.590; 3.650; 2.45; 6.96e+07;  4.76
 1.600;11.590; 3.650; 2.45; 1.09e+08;  4.25
 1.600;11.590; 3.650; 2.45; 2.25e+08;  3.56
 0.490;11.590; 3.936; 2.26; 1.63e+08;  3.37
 0.450;11.590; 3.956; 2.28; 1.61e+08;  3.39
 1.510;11.650; 3.668; 2.38; 7.37e+07;  4.65
 1.510;11.650; 3.668; 2.38; 1.23e+08;  4.06
 1.510;11.650; 3.668; 2.38; 2.23e+08;  3.56
 0.390;11.690; 3.994; 2.29; 1.64e+08;  3.35
 1.460;11.710; 3.678; 2.34; 8.07e+07;  4.49
 1.460;11.710; 3.678; 2.34; 1.32e+08;  3.94
 1.460;11.710; 3.678; 2.34; 2.25e+08;  3.54
 0.420;11.720; 3.975; 2.25; 1.71e+08;  3.30
 0.350;11.740; 4.030; 2.32; 1.56e+08;  3.40
 0.380;11.750; 4.000; 2.27; 1.69e+08;  3.31
 1.510;11.750; 3.668; 2.34; 7.80e+07;  4.55
 1.510;11.750; 3.668; 2.34; 1.29e+08;  3.98
 1.510;11.750; 3.668; 2.34; 2.33e+08;  3.50
 0.380;11.770; 4.000; 2.26; 1.71e+08;  3.29
 0.380;11.770; 4.000; 2.26; 1.71e+08;  3.29
 1.400;11.790; 3.690; 2.28; 9.07e+07;  4.28
 1.400;11.790; 3.690; 2.28; 1.44e+08;  3.81
 1.400;11.790; 3.690; 2.28; 2.21e+08;  3.52
 1.190;11.800; 3.731; 2.21; 1.14e+08;  3.91
 0.430;11.810; 3.969; 2.21; 1.83e+08;  3.21
 0.450;11.810; 3.956; 2.19; 1.86e+08;  3.19
 1.550;11.820; 3.660; 2.33; 7.79e+07;  4.55
 1.550;11.820; 3.660; 2.33; 1.28e+08;  3.98
 1.550;11.820; 3.660; 2.33; 2.46e+08;  3.44
 0.310;11.830; 4.075; 2.36; 1.00e+08;  3.74
 0.310;11.830; 4.075; 2.36; 1.16e+08;  3.65
 0.310;11.830; 4.075; 2.36; 1.36e+08;  3.53
 1.460;11.850; 3.678; 2.28; 8.75e+07;  4.35
 1.460;11.850; 3.678; 2.28; 1.41e+08;  3.84
 1.460;11.850; 3.678; 2.28; 2.38e+08;  3.47
 1.400;11.860; 3.690; 2.25; 9.46e+07;  4.21
 1.400;11.860; 3.690; 2.25; 1.48e+08;  3.76
 1.400;11.860; 3.690; 2.25; 2.22e+08;  3.50
 0.380;11.880; 4.000; 2.22; 1.84e+08;  3.19
 1.590;11.880; 3.652; 2.33; 8.53e+07;  4.39
 1.590;11.880; 3.652; 2.33; 1.27e+08;  3.99
 1.590;11.880; 3.652; 2.33; 2.58e+08;  3.39
 0.510;11.880; 3.927; 2.14; 1.98e+08;  3.12
 0.420;11.900; 3.975; 2.18; 1.93e+08;  3.14
 1.480;11.910; 3.674; 2.27; 8.85e+07;  4.33
 1.480;11.910; 3.674; 2.27; 1.43e+08;  3.81
 1.480;11.910; 3.674; 2.27; 2.46e+08;  3.43
 0.400;11.940; 3.988; 2.18; 1.95e+08;  3.12
 0.360;11.950; 4.020; 2.22; 1.80e+08;  3.20
 0.380;11.970; 4.000; 2.18; 1.96e+08;  3.11
 0.440;11.980; 3.963; 2.13; 2.07e+08;  3.06
 0.380;11.980; 4.000; 2.18; 1.97e+08;  3.11
 0.450;12.010; 3.956; 2.11; 2.13e+08;  3.03
 0.390;12.030; 3.994; 2.15; 2.06e+08;  3.06
 0.390;12.110; 3.994; 2.12; 2.15e+08;  3.00
 0.400;12.120; 3.988; 2.11; 2.21e+08;  2.98
 0.390;12.130; 3.994; 2.11; 2.18e+08;  2.98
 0.390;12.160; 3.994; 2.10; 2.21e+08;  2.97
 0.310;12.180; 4.075; 2.22; 9.82e+07;  3.48
 0.330;12.200; 4.050; 2.17; 1.24e+08;  3.35
 0.330;12.200; 4.050; 2.17; 1.68e+08;  3.19
 0.330;12.200; 4.050; 2.17; 1.77e+08;  3.15
 0.470;12.230; 3.945; 2.01; 2.52e+08;  2.85
 0.390;12.250; 3.994; 2.06; 2.31e+08;  2.91
 0.390;12.320; 3.994; 2.04; 2.40e+08;  2.87
 0.390;12.360; 3.994; 2.02; 2.44e+08;  2.84
 0.450;12.450; 3.956; 1.94; 2.91e+08;  2.70
 0.380;12.450; 4.000; 1.99; 2.48e+08;  2.81
 0.390;12.460; 3.994; 1.98; 2.56e+08;  2.78
 0.390;12.480; 3.994; 1.97; 2.59e+08;  2.77
 0.310;12.500; 4.075; 2.10; 8.68e+07;  3.26
 0.380;12.540; 4.000; 1.96; 2.57e+08;  2.76
 0.380;12.550; 4.000; 1.95; 2.58e+08;  2.76
 0.430;12.550; 3.969; 1.91; 2.98e+08;  2.66
 0.330;12.580; 4.050; 2.02; 1.17e+08;  3.09
 0.350;12.590; 4.030; 1.98; 1.45e+08;  3.01
 0.440;12.640; 3.963; 1.87; 3.20e+08;  2.60
 0.400;12.660; 3.988; 1.89; 2.88e+08;  2.66
 0.390;12.660; 3.994; 1.90; 2.78e+08;  2.68
 0.350;12.670; 4.030; 1.95; 1.44e+08;  2.96
 0.360;12.670; 4.020; 1.93; 1.60e+08;  2.93
 0.320;12.670; 4.062; 2.00; 9.38e+07;  3.10
 0.420;12.710; 3.975; 1.86; 3.13e+08;  2.59
 0.270;12.720; 4.133; 2.13;-1.14e+07;  3.54
 0.340;12.720; 4.040; 1.94; 1.26e+08;  2.97
 0.360;12.730; 4.020; 1.91; 1.59e+08;  2.89
 0.440;12.740; 3.963; 1.83; 3.35e+08;  2.54
 0.250;12.790; 4.167; 2.18;-4.71e+07;  3.78
 0.370;12.800; 4.010; 1.87; 1.76e+08;  2.82
 0.370;12.810; 4.010; 1.86; 1.76e+08;  2.81
 0.400;12.830; 3.988; 1.82; 2.18e+08;  2.74
 0.400;12.830; 3.988; 1.82; 2.39e+08;  2.70
 0.400;12.830; 3.988; 1.82; 3.06e+08;  2.57
 0.440;12.830; 3.963; 1.79; 3.49e+08;  2.49
 0.400;12.830; 3.988; 1.82; 2.18e+08;  2.74
 0.400;12.830; 3.988; 1.82; 2.39e+08;  2.70
 0.400;12.830; 3.988; 1.82; 3.06e+08;  2.57
 0.390;12.860; 3.994; 1.82; 2.06e+08;  2.74
 0.390;12.860; 3.994; 1.82; 2.80e+08;  2.61
 0.390;12.860; 3.994; 1.82; 2.99e+08;  2.58
 0.380;12.870; 4.000; 1.82; 1.94e+08;  2.75
 0.430;12.870; 3.969; 1.78; 3.45e+08;  2.49
 0.320;12.880; 4.062; 1.92; 7.41e+07;  2.98
 0.340;12.880; 4.040; 1.88; 1.16e+08;  2.88
 0.350;12.880; 4.030; 1.87; 1.36e+08;  2.84
 0.320;12.880; 4.062; 1.92; 7.41e+07;  2.98
 0.390;12.970; 3.994; 1.78; 2.06e+08;  2.68
 0.410;12.970; 3.981; 1.76; 2.33e+08;  2.64
 0.410;12.970; 3.981; 1.76; 2.89e+08;  2.56
 0.410;12.970; 3.981; 1.76; 3.33e+08;  2.49
 0.380;13.000; 4.000; 1.77; 1.92e+08;  2.68
 0.370;13.070; 4.010; 1.76; 1.66e+08;  2.67
 0.290;13.070; 4.100; 1.92;-2.37e+07;  3.11
 0.390;13.080; 3.994; 1.73; 2.03e+08;  2.62
 0.460;13.110; 3.950; 1.66; 4.19e+08;  2.32
 0.390;13.130; 3.994; 1.71; 2.01e+08;  2.59
 0.380;13.140; 4.000; 1.72; 1.85e+08;  2.60
 0.380;13.190; 4.000; 1.70; 1.81e+08;  2.57
 0.430;13.220; 3.969; 1.64; 2.62e+08;  2.48
 0.360;13.230; 4.020; 1.71; 1.24e+08;  2.62
 0.370;13.230; 4.010; 1.70; 1.52e+08;  2.59
 0.430;13.230; 3.969; 1.64; 2.62e+08;  2.47
 0.380;13.260; 4.000; 1.67; 1.75e+08;  2.54
 0.490;13.290; 3.936; 1.58; 4.80e+08;  2.22
 0.390;13.360; 3.994; 1.62; 1.82e+08;  2.47
 0.380;13.400; 4.000; 1.61; 1.56e+08;  2.47
 0.360;13.430; 4.020; 1.63; 8.69e+07;  2.54
 0.410;13.450; 3.981; 1.57; 2.11e+08;  2.40
 0.420;13.460; 3.975; 1.56; 2.31e+08;  2.37
 0.360;13.470; 4.020; 1.61; 7.54e+07;  2.52
 0.360;13.470; 4.020; 1.61; 7.54e+07;  2.52
 0.430;13.490; 3.969; 1.54; 2.50e+08;  2.34
 0.420;13.520; 3.975; 1.53; 2.24e+08;  2.35
 0.500;13.530; 3.932; 1.48; 3.78e+08;  2.25
 0.500;13.530; 3.932; 1.48; 4.06e+08;  2.23
 0.500;13.530; 3.932; 1.48; 5.29e+08;  2.11
 0.420;13.600; 3.975; 1.50; 2.13e+08;  2.31
 0.370;13.620; 4.010; 1.54; 6.74e+07;  2.42
 0.320;13.690; 4.062; 1.60;-1.17e+08;  2.63
 0.350;13.690; 4.030; 1.54;-3.11e+07;  2.48
 0.500;13.740; 3.932; 1.40; 3.72e+08;  2.16
 0.390;13.840; 3.994; 1.43; 5.82e+07;  2.28
 0.430;13.880; 3.969; 1.38; 1.76e+08;  2.18
 0.390;13.970; 3.994; 1.38;-7.76e+04;  2.23
 0.470;14.000; 3.945; 1.30; 2.67e+08;  2.07
 0.380;14.050; 4.000; 1.35;-7.05e+07;  2.23
 0.440;14.090; 3.963; 1.29; 1.27e+08;  2.08
 0.390;14.100; 3.994; 1.32;-6.60e+07;  2.19
 0.470;14.280; 3.945; 1.19; 1.51e+08;  1.97
 0.450;14.330; 3.956; 1.18; 2.86e+07;  1.99
 0.030; 8.280; 4.087; 2.54; 1.08e+08;  3.90
 0.070; 9.170; 4.040; 2.10; 1.35e+08;  3.22
 0.070; 9.170; 4.040; 2.10; 1.88e+08;  3.05
 0.070; 9.170; 4.040; 2.10; 1.94e+08;  3.03
 0.040; 9.240; 4.075; 2.14; 9.15e+07;  3.33
-0.010; 9.810; 4.150; 2.07;-6.04e+07;  3.53
-0.080; 9.970; 4.250; 2.25;-1.08e+08;  4.40
 0.040; 9.990; 4.075; 1.84; 3.98e+06;  2.92
 0.240;10.690; 3.927; 1.35; 3.85e+08;  2.10
 0.210;11.120; 3.941; 1.19; 1.94e+08;  1.96
 0.200;11.150; 3.945; 1.18; 1.32e+08;  1.96
 0.100;11.210; 4.010; 1.24;-3.00e+08;  2.16
 0.220;11.620; 3.936; 0.99;-1.64e+08;  1.80
 0.350;11.770; 3.881; 0.90; 4.36e+08;  1.64
 0.360;11.810; 3.877; 0.88; 4.62e+08;  1.62
 0.320;11.810; 3.892; 0.88; 2.22e+08;  1.65
 0.280;12.200; 3.909; 0.73;-5.90e+08;  1.59
 0.420;12.290; 3.854; 0.68; 4.61e+08;  1.46
 0.410;12.380; 3.858; 0.65; 2.20e+08;  1.44
 0.350;12.470; 3.881; 0.62;-5.47e+08;  1.47
 0.600;12.910; 3.798; 0.45; 1.90e+09;  1.23
 0.570;12.920; 3.806; 0.45; 1.46e+09;  1.24
 0.740;13.020; 3.766; 0.43; 5.10e+09;  1.09
 0.630;13.120; 3.791; 0.37; 2.10e+09;  1.18
 0.740;13.220; 3.766; 0.35; 4.11e+09;  1.11
 0.740;13.220; 3.766; 0.35; 4.70e+09;  1.09
 0.740;13.220; 3.766; 0.35; 5.69e+09;  1.05
 0.570;13.260; 3.806; 0.31; 7.85e+08;  1.18
 0.620;13.490; 3.793; 0.22; 1.06e+09;  1.12
 0.670;13.660; 3.782; 0.16; 1.50e+09;  1.07
 0.800;13.700; 3.752; 0.16; 5.30e+09;  1.00
 0.610;13.710; 3.795; 0.13;-1.09e+08;  1.10
 0.750;13.870; 3.764; 0.09; 2.82e+09;  1.01
 0.770;13.900; 3.759; 0.08; 3.37e+09;  0.99
 1.880; 9.870; 3.428; 3.57;         ;
 1.430; 9.880; 3.638; 2.31; 1.07e+08;  4.02
 1.430; 9.880; 3.638; 2.31; 1.31e+08;  3.89
 1.430; 9.880; 3.638; 2.31; 2.94e+08;  3.25
 1.640; 9.890; 3.591; 2.50; 5.30e+08;  2.62
 1.530;10.300; 3.617; 2.22; 2.80e+08;  2.81
 1.530;10.300; 3.617; 2.22; 2.81e+08;  2.81
 1.530;10.300; 3.617; 2.22; 4.36e+08;  2.82
 0.900;10.300; 3.742; 1.93; 1.87e+08;  3.21
 1.130;10.550; 3.698; 1.89; 1.64e+08;  3.39
 1.320;10.580; 3.660; 1.96; 1.53e+08;  3.48
 1.320;10.580; 3.660; 1.96; 1.99e+08;  3.30
 1.320;10.580; 3.660; 1.96; 3.07e+08;  3.07
 0.710;10.730; 3.782; 1.73; 3.17e+08;  2.66
 0.890;10.750; 3.744; 1.75; 2.65e+08;  2.83
 1.590;10.790; 3.604; 2.07; 1.13e+09;  1.93
 0.370;10.840; 3.888; 1.67; 4.56e+08;  2.33
 1.160;10.980; 3.692; 1.73; 1.99e+08;  3.14
 0.960;11.160; 3.731; 1.60; 3.41e+08;  2.60
 0.480;11.160; 3.847; 1.53; 5.68e+08;  2.17
 0.930;11.190; 3.737; 1.58; 3.65e+08;  2.54
 0.440;11.330; 3.862; 1.47; 6.47e+08;  2.06
 0.290;11.350; 3.923; 1.48; 5.60e+08;  2.09
 0.340;11.380; 3.900; 1.45; 6.32e+08;  2.04
 0.760;11.490; 3.771; 1.43; 5.89e+08;  2.16
 0.710;11.550; 3.782; 1.40; 6.56e+08;  2.08
 0.190;11.590; 3.975; 1.44; 1.79e+08;  2.24
 0.660;11.590; 3.793; 1.38; 7.08e+08;  2.03
 1.240;11.660; 3.676; 1.49; 3.40e+08;  2.61
 0.690;11.700; 3.786; 1.34; 7.61e+08;  1.98
 0.190;11.700; 3.975; 1.39; 1.49e+08;  2.20
 0.250;11.730; 3.941; 1.34; 3.12e+08;  2.10
 0.040;11.780; 4.133; 1.64;-2.72e+08;  2.90
 0.100;11.800; 4.050; 1.46;-2.02e+08;  2.46
 0.230;11.870; 3.950; 1.29; 2.26e+08;  2.06
 0.040;11.870; 4.133; 1.60;-3.04e+08;  2.86
 0.050;11.980; 4.117; 1.52;-3.47e+08;  2.72
 0.270;12.000; 3.932; 1.23; 3.04e+08;  1.98
 0.300;12.030; 3.918; 1.21; 3.85e+08;  1.94
 0.260;12.040; 3.936; 1.21; 2.57e+08;  1.97
 0.410;12.080; 3.873; 1.17; 9.36e+08;  1.74
 0.180;12.090; 3.981; 1.24;-9.11e+07;  2.09
